task,sample_id,model_a,model_b,pairwise_cosine_similarity
quest_generation,QUEST-SAMPLE-019,midm-mini,qwen-7b,0.7086490392684937
quest_generation,QUEST-SAMPLE-020,exaone,kanana,0.6904587745666504
quest_generation,QUEST-SAMPLE-020,exaone,llama-8b,0.624962329864502
quest_generation,QUEST-SAMPLE-020,exaone,midm-base,0.5863433480262756
quest_generation,QUEST-SAMPLE-020,exaone,midm-mini,0.6774154901504517
quest_generation,QUEST-SAMPLE-020,exaone,qwen-7b,0.4372180998325348
quest_generation,QUEST-SAMPLE-020,kanana,llama-8b,0.6391921043395996
quest_generation,QUEST-SAMPLE-020,kanana,midm-base,0.6379268765449524
quest_generation,QUEST-SAMPLE-020,kanana,midm-mini,0.6357027888298035
quest_generation,QUEST-SAMPLE-020,kanana,qwen-7b,0.40537625551223755
quest_generation,QUEST-SAMPLE-020,llama-8b,midm-base,0.4831242859363556
quest_generation,QUEST-SAMPLE-020,llama-8b,midm-mini,0.6187055110931396
quest_generation,QUEST-SAMPLE-020,llama-8b,qwen-7b,0.39554059505462646
quest_generation,QUEST-SAMPLE-020,midm-base,midm-mini,0.6135088205337524
quest_generation,QUEST-SAMPLE-020,midm-base,qwen-7b,0.6987380981445312
quest_generation,QUEST-SAMPLE-020,midm-mini,qwen-7b,0.4781659245491028
todo_decomposition,TODO-SAMPLE-001,exaone,kanana,0.9892863035202026
todo_decomposition,TODO-SAMPLE-001,exaone,llama-8b,0.9823645353317261
todo_decomposition,TODO-SAMPLE-001,exaone,midm-base,0.9937212467193604
todo_decomposition,TODO-SAMPLE-001,exaone,midm-mini,0.9908341765403748
todo_decomposition,TODO-SAMPLE-001,exaone,qwen-7b,0.9742866158485413
todo_decomposition,TODO-SAMPLE-001,kanana,llama-8b,0.9672955870628357
todo_decomposition,TODO-SAMPLE-001,kanana,midm-base,0.9733331203460693
todo_decomposition,TODO-SAMPLE-001,kanana,midm-mini,0.9954760670661926
todo_decomposition,TODO-SAMPLE-001,kanana,qwen-7b,0.9826817512512207
todo_decomposition,TODO-SAMPLE-001,llama-8b,midm-base,0.9776340126991272
todo_decomposition,TODO-SAMPLE-001,llama-8b,midm-mini,0.9765669107437134
todo_decomposition,TODO-SAMPLE-001,llama-8b,qwen-7b,0.9342774152755737
todo_decomposition,TODO-SAMPLE-001,midm-base,midm-mini,0.976570725440979
todo_decomposition,TODO-SAMPLE-001,midm-base,qwen-7b,0.9657672643661499
todo_decomposition,TODO-SAMPLE-001,midm-mini,qwen-7b,0.9789456725120544
todo_decomposition,TODO-SAMPLE-002,exaone,kanana,0.992684543132782
todo_decomposition,TODO-SAMPLE-002,exaone,llama-8b,0.8553436398506165
todo_decomposition,TODO-SAMPLE-002,exaone,midm-base,0.9829160571098328
todo_decomposition,TODO-SAMPLE-002,exaone,midm-mini,0.8282833695411682
todo_decomposition,TODO-SAMPLE-002,exaone,qwen-7b,0.8197067379951477
todo_decomposition,TODO-SAMPLE-002,kanana,llama-8b,0.8682352304458618
todo_decomposition,TODO-SAMPLE-002,kanana,midm-base,0.9790617823600769
todo_decomposition,TODO-SAMPLE-002,kanana,midm-mini,0.8297127485275269
todo_decomposition,TODO-SAMPLE-002,kanana,qwen-7b,0.8240751624107361
todo_decomposition,TODO-SAMPLE-002,llama-8b,midm-base,0.843825101852417
todo_decomposition,TODO-SAMPLE-002,llama-8b,midm-mini,0.9227170944213867
todo_decomposition,TODO-SAMPLE-002,llama-8b,qwen-7b,0.9089279770851135
todo_decomposition,TODO-SAMPLE-002,midm-base,midm-mini,0.8360617160797119
todo_decomposition,TODO-SAMPLE-002,midm-base,qwen-7b,0.7944554090499878
todo_decomposition,TODO-SAMPLE-002,midm-mini,qwen-7b,0.9454757571220398
todo_decomposition,TODO-SAMPLE-003,exaone,kanana,0.8010365962982178
todo_decomposition,TODO-SAMPLE-003,exaone,llama-8b,0.876968502998352
todo_decomposition,TODO-SAMPLE-003,exaone,midm-base,0.8182078003883362
todo_decomposition,TODO-SAMPLE-003,exaone,midm-mini,0.9118316173553467
todo_decomposition,TODO-SAMPLE-003,exaone,qwen-7b,0.948494553565979
todo_decomposition,TODO-SAMPLE-003,kanana,llama-8b,0.8031238317489624
todo_decomposition,TODO-SAMPLE-003,kanana,midm-base,0.7823125720024109
todo_decomposition,TODO-SAMPLE-003,kanana,midm-mini,0.6626276969909668
todo_decomposition,TODO-SAMPLE-003,kanana,qwen-7b,0.7344522476196289
todo_decomposition,TODO-SAMPLE-003,llama-8b,midm-base,0.8806790113449097
todo_decomposition,TODO-SAMPLE-003,llama-8b,midm-mini,0.7843657732009888
todo_decomposition,TODO-SAMPLE-003,llama-8b,qwen-7b,0.7690049409866333
todo_decomposition,TODO-SAMPLE-003,midm-base,midm-mini,0.598253071308136
todo_decomposition,TODO-SAMPLE-003,midm-base,qwen-7b,0.7134442329406738
todo_decomposition,TODO-SAMPLE-003,midm-mini,qwen-7b,0.924066424369812
todo_decomposition,TODO-SAMPLE-004,exaone,kanana,0.9965338110923767
todo_decomposition,TODO-SAMPLE-004,exaone,llama-8b,0.972802996635437
todo_decomposition,TODO-SAMPLE-004,exaone,midm-base,0.5907366275787354
todo_decomposition,TODO-SAMPLE-004,exaone,midm-mini,0.9978054761886597
todo_decomposition,TODO-SAMPLE-004,exaone,qwen-7b,0.9809978008270264
todo_decomposition,TODO-SAMPLE-004,kanana,llama-8b,0.9760096073150635
todo_decomposition,TODO-SAMPLE-004,kanana,midm-base,0.620384693145752
todo_decomposition,TODO-SAMPLE-004,kanana,midm-mini,0.9979323148727417
todo_decomposition,TODO-SAMPLE-004,kanana,qwen-7b,0.9761283993721008
todo_decomposition,TODO-SAMPLE-004,llama-8b,midm-base,0.6471008062362671
todo_decomposition,TODO-SAMPLE-004,llama-8b,midm-mini,0.9730706810951233
todo_decomposition,TODO-SAMPLE-004,llama-8b,qwen-7b,0.958859920501709
todo_decomposition,TODO-SAMPLE-004,midm-base,midm-mini,0.6024285554885864
todo_decomposition,TODO-SAMPLE-004,midm-base,qwen-7b,0.5159322023391724
todo_decomposition,TODO-SAMPLE-004,midm-mini,qwen-7b,0.9786648750305176
todo_decomposition,TODO-SAMPLE-005,exaone,kanana,0.8657467365264893
todo_decomposition,TODO-SAMPLE-005,exaone,llama-8b,0.7903583645820618
todo_decomposition,TODO-SAMPLE-005,exaone,midm-base,0.7919823527336121
todo_decomposition,TODO-SAMPLE-005,exaone,midm-mini,0.9632784128189087
todo_decomposition,TODO-SAMPLE-005,exaone,qwen-7b,0.8521634340286255
todo_decomposition,TODO-SAMPLE-005,kanana,llama-8b,0.8266791105270386
todo_decomposition,TODO-SAMPLE-005,kanana,midm-base,0.9485063552856445
todo_decomposition,TODO-SAMPLE-005,kanana,midm-mini,0.847637414932251
todo_decomposition,TODO-SAMPLE-005,kanana,qwen-7b,0.9695503115653992
todo_decomposition,TODO-SAMPLE-005,llama-8b,midm-base,0.8027243614196777
todo_decomposition,TODO-SAMPLE-005,llama-8b,midm-mini,0.7866402864456177
todo_decomposition,TODO-SAMPLE-005,llama-8b,qwen-7b,0.8311065435409546
todo_decomposition,TODO-SAMPLE-005,midm-base,midm-mini,0.7818689346313477
todo_decomposition,TODO-SAMPLE-005,midm-base,qwen-7b,0.9783657789230347
todo_decomposition,TODO-SAMPLE-005,midm-mini,qwen-7b,0.8453871011734009
todo_decomposition,TODO-SAMPLE-006,exaone,kanana,0.9571702480316162
todo_decomposition,TODO-SAMPLE-006,exaone,llama-8b,0.9303839802742004
todo_decomposition,TODO-SAMPLE-006,exaone,midm-base,0.9578676223754883
todo_decomposition,TODO-SAMPLE-006,exaone,midm-mini,0.9588745832443237
todo_decomposition,TODO-SAMPLE-006,exaone,qwen-7b,0.9740608930587769
todo_decomposition,TODO-SAMPLE-006,kanana,llama-8b,0.9672989845275879
todo_decomposition,TODO-SAMPLE-006,kanana,midm-base,0.9939796924591064
todo_decomposition,TODO-SAMPLE-006,kanana,midm-mini,0.9553804993629456
todo_decomposition,TODO-SAMPLE-006,kanana,qwen-7b,0.9530597925186157
todo_decomposition,TODO-SAMPLE-006,llama-8b,midm-base,0.9635266065597534
todo_decomposition,TODO-SAMPLE-006,llama-8b,midm-mini,0.9640768766403198
todo_decomposition,TODO-SAMPLE-006,llama-8b,qwen-7b,0.9004710912704468
todo_decomposition,TODO-SAMPLE-006,midm-base,midm-mini,0.9521936178207397
todo_decomposition,TODO-SAMPLE-006,midm-base,qwen-7b,0.9528823494911194
todo_decomposition,TODO-SAMPLE-006,midm-mini,qwen-7b,0.9335105419158936
todo_decomposition,TODO-SAMPLE-007,exaone,kanana,0.9654370546340942
todo_decomposition,TODO-SAMPLE-007,exaone,llama-8b,0.9666272401809692
todo_decomposition,TODO-SAMPLE-007,exaone,midm-base,0.9584131836891174
todo_decomposition,TODO-SAMPLE-007,exaone,midm-mini,0.9563406705856323
todo_decomposition,TODO-SAMPLE-007,exaone,qwen-7b,0.9708178043365479
todo_decomposition,TODO-SAMPLE-007,kanana,llama-8b,0.9835622310638428
todo_decomposition,TODO-SAMPLE-007,kanana,midm-base,0.9922441244125366
todo_decomposition,TODO-SAMPLE-007,kanana,midm-mini,0.9357624053955078
todo_decomposition,TODO-SAMPLE-007,kanana,qwen-7b,0.9505528211593628
todo_decomposition,TODO-SAMPLE-007,llama-8b,midm-base,0.9867798686027527
todo_decomposition,TODO-SAMPLE-007,llama-8b,midm-mini,0.9241592884063721
todo_decomposition,TODO-SAMPLE-007,llama-8b,qwen-7b,0.9180244207382202
todo_decomposition,TODO-SAMPLE-007,midm-base,midm-mini,0.9276390075683594
todo_decomposition,TODO-SAMPLE-007,midm-base,qwen-7b,0.9333460330963135
todo_decomposition,TODO-SAMPLE-007,midm-mini,qwen-7b,0.9512763023376465
todo_decomposition,TODO-SAMPLE-008,exaone,kanana,0.9134988784790039
todo_decomposition,TODO-SAMPLE-008,exaone,llama-8b,0.9879446029663086
todo_decomposition,TODO-SAMPLE-008,exaone,midm-base,0.9905891418457031
todo_decomposition,TODO-SAMPLE-008,exaone,midm-mini,0.931359052658081
todo_decomposition,TODO-SAMPLE-008,exaone,qwen-7b,0.9737589359283447
todo_decomposition,TODO-SAMPLE-008,kanana,llama-8b,0.889851987361908
todo_decomposition,TODO-SAMPLE-008,kanana,midm-base,0.9177737236022949
todo_decomposition,TODO-SAMPLE-008,kanana,midm-mini,0.7992722988128662
todo_decomposition,TODO-SAMPLE-008,kanana,qwen-7b,0.8606858253479004
todo_decomposition,TODO-SAMPLE-008,llama-8b,midm-base,0.9861061573028564
todo_decomposition,TODO-SAMPLE-008,llama-8b,midm-mini,0.943179726600647
todo_decomposition,TODO-SAMPLE-008,llama-8b,qwen-7b,0.9592814445495605
todo_decomposition,TODO-SAMPLE-008,midm-base,midm-mini,0.9278026223182678
todo_decomposition,TODO-SAMPLE-008,midm-base,qwen-7b,0.971633791923523
todo_decomposition,TODO-SAMPLE-008,midm-mini,qwen-7b,0.9468794465065002
todo_decomposition,TODO-SAMPLE-009,exaone,kanana,0.9994292259216309
todo_decomposition,TODO-SAMPLE-009,exaone,llama-8b,0.9672608375549316
todo_decomposition,TODO-SAMPLE-009,exaone,midm-base,0.9579472541809082
todo_decomposition,TODO-SAMPLE-009,exaone,midm-mini,0.822197675704956
todo_decomposition,TODO-SAMPLE-009,exaone,qwen-7b,0.9715867638587952
todo_decomposition,TODO-SAMPLE-009,kanana,llama-8b,0.9645568132400513
todo_decomposition,TODO-SAMPLE-009,kanana,midm-base,0.9535686373710632
todo_decomposition,TODO-SAMPLE-009,kanana,midm-mini,0.823316216468811
todo_decomposition,TODO-SAMPLE-009,kanana,qwen-7b,0.9681321382522583
todo_decomposition,TODO-SAMPLE-009,llama-8b,midm-base,0.9668647050857544
todo_decomposition,TODO-SAMPLE-009,llama-8b,midm-mini,0.8474698662757874
todo_decomposition,TODO-SAMPLE-009,llama-8b,qwen-7b,0.9566216468811035
todo_decomposition,TODO-SAMPLE-009,midm-base,midm-mini,0.7423734664916992
todo_decomposition,TODO-SAMPLE-009,midm-base,qwen-7b,0.9931011199951172
todo_decomposition,TODO-SAMPLE-009,midm-mini,qwen-7b,0.7361733913421631
todo_decomposition,TODO-SAMPLE-010,exaone,kanana,0.9969269037246704
todo_decomposition,TODO-SAMPLE-010,exaone,llama-8b,0.9667294025421143
todo_decomposition,TODO-SAMPLE-010,exaone,midm-base,0.560840368270874
todo_decomposition,TODO-SAMPLE-010,exaone,midm-mini,0.996230959892273
todo_decomposition,TODO-SAMPLE-010,exaone,qwen-7b,0.98960280418396
todo_decomposition,TODO-SAMPLE-010,kanana,llama-8b,0.9559890031814575
todo_decomposition,TODO-SAMPLE-010,kanana,midm-base,0.5379359126091003
todo_decomposition,TODO-SAMPLE-010,kanana,midm-mini,0.997882604598999
todo_decomposition,TODO-SAMPLE-010,kanana,qwen-7b,0.9920343160629272
todo_decomposition,TODO-SAMPLE-010,llama-8b,midm-base,0.5796524286270142
todo_decomposition,TODO-SAMPLE-010,llama-8b,midm-mini,0.9601579904556274
todo_decomposition,TODO-SAMPLE-010,llama-8b,qwen-7b,0.9499476552009583
todo_decomposition,TODO-SAMPLE-010,midm-base,midm-mini,0.559842586517334
todo_decomposition,TODO-SAMPLE-010,midm-base,qwen-7b,0.5097253322601318
todo_decomposition,TODO-SAMPLE-010,midm-mini,qwen-7b,0.9900937080383301
todo_decomposition,TODO-SAMPLE-011,exaone,kanana,0.9883142709732056
todo_decomposition,TODO-SAMPLE-011,exaone,llama-8b,0.9816122055053711
todo_decomposition,TODO-SAMPLE-011,exaone,midm-base,0.9937212467193604
todo_decomposition,TODO-SAMPLE-011,exaone,midm-mini,0.9908341765403748
todo_decomposition,TODO-SAMPLE-011,exaone,qwen-7b,0.9740447998046875
todo_decomposition,TODO-SAMPLE-011,kanana,llama-8b,0.9613356590270996
todo_decomposition,TODO-SAMPLE-011,kanana,midm-base,0.972145676612854
todo_decomposition,TODO-SAMPLE-011,kanana,midm-mini,0.9946308135986328
todo_decomposition,TODO-SAMPLE-011,kanana,qwen-7b,0.985763430595398
todo_decomposition,TODO-SAMPLE-011,llama-8b,midm-base,0.9795528054237366
todo_decomposition,TODO-SAMPLE-011,llama-8b,midm-mini,0.9738109707832336
todo_decomposition,TODO-SAMPLE-011,llama-8b,qwen-7b,0.9317023754119873
todo_decomposition,TODO-SAMPLE-011,midm-base,midm-mini,0.976570725440979
todo_decomposition,TODO-SAMPLE-011,midm-base,qwen-7b,0.9641597270965576
todo_decomposition,TODO-SAMPLE-011,midm-mini,qwen-7b,0.9791454076766968
todo_decomposition,TODO-SAMPLE-012,exaone,kanana,0.992684543132782
todo_decomposition,TODO-SAMPLE-012,exaone,llama-8b,0.8710801005363464
todo_decomposition,TODO-SAMPLE-012,exaone,midm-base,0.99418705701828
todo_decomposition,TODO-SAMPLE-012,exaone,midm-mini,0.8282833695411682
todo_decomposition,TODO-SAMPLE-012,exaone,qwen-7b,0.8197067379951477
todo_decomposition,TODO-SAMPLE-012,kanana,llama-8b,0.8868693113327026
todo_decomposition,TODO-SAMPLE-012,kanana,midm-base,0.9832459688186646
todo_decomposition,TODO-SAMPLE-012,kanana,midm-mini,0.8297127485275269
todo_decomposition,TODO-SAMPLE-012,kanana,qwen-7b,0.8240751624107361
todo_decomposition,TODO-SAMPLE-012,llama-8b,midm-base,0.8633381724357605
todo_decomposition,TODO-SAMPLE-012,llama-8b,midm-mini,0.7972537875175476
todo_decomposition,TODO-SAMPLE-012,llama-8b,qwen-7b,0.7407236099243164
todo_decomposition,TODO-SAMPLE-012,midm-base,midm-mini,0.8231379985809326
todo_decomposition,TODO-SAMPLE-012,midm-base,qwen-7b,0.8000513911247253
todo_decomposition,TODO-SAMPLE-012,midm-mini,qwen-7b,0.9454757571220398
todo_decomposition,TODO-SAMPLE-013,exaone,kanana,0.8010365962982178
todo_decomposition,TODO-SAMPLE-013,exaone,llama-8b,0.9312147498130798
todo_decomposition,TODO-SAMPLE-013,exaone,midm-base,0.8182078003883362
todo_decomposition,TODO-SAMPLE-013,exaone,midm-mini,0.9118316173553467
todo_decomposition,TODO-SAMPLE-013,exaone,qwen-7b,0.948494553565979
todo_decomposition,TODO-SAMPLE-013,kanana,llama-8b,0.8193551301956177
todo_decomposition,TODO-SAMPLE-013,kanana,midm-base,0.7823125720024109
todo_decomposition,TODO-SAMPLE-013,kanana,midm-mini,0.6626276969909668
todo_decomposition,TODO-SAMPLE-013,kanana,qwen-7b,0.7344522476196289
todo_decomposition,TODO-SAMPLE-013,llama-8b,midm-base,0.804338276386261
todo_decomposition,TODO-SAMPLE-013,llama-8b,midm-mini,0.9103304147720337
todo_decomposition,TODO-SAMPLE-013,llama-8b,qwen-7b,0.9100650548934937
todo_decomposition,TODO-SAMPLE-013,midm-base,midm-mini,0.598253071308136
todo_decomposition,TODO-SAMPLE-013,midm-base,qwen-7b,0.7134442329406738
todo_decomposition,TODO-SAMPLE-013,midm-mini,qwen-7b,0.924066424369812
todo_decomposition,TODO-SAMPLE-014,exaone,kanana,0.9965338110923767
todo_decomposition,TODO-SAMPLE-014,exaone,llama-8b,0.9469588994979858
todo_decomposition,TODO-SAMPLE-014,exaone,midm-base,0.5907366275787354
todo_decomposition,TODO-SAMPLE-014,exaone,midm-mini,0.9978054761886597
todo_decomposition,TODO-SAMPLE-014,exaone,qwen-7b,0.9809978008270264
todo_decomposition,TODO-SAMPLE-014,kanana,llama-8b,0.9537234902381897
todo_decomposition,TODO-SAMPLE-014,kanana,midm-base,0.620384693145752
todo_decomposition,TODO-SAMPLE-014,kanana,midm-mini,0.9979323148727417
todo_decomposition,TODO-SAMPLE-014,kanana,qwen-7b,0.9761283993721008
todo_decomposition,TODO-SAMPLE-014,llama-8b,midm-base,0.7475559711456299
todo_decomposition,TODO-SAMPLE-014,llama-8b,midm-mini,0.9474380016326904
todo_decomposition,TODO-SAMPLE-014,llama-8b,qwen-7b,0.8947077393531799
todo_decomposition,TODO-SAMPLE-014,midm-base,midm-mini,0.6024285554885864
todo_decomposition,TODO-SAMPLE-014,midm-base,qwen-7b,0.5159322023391724
todo_decomposition,TODO-SAMPLE-014,midm-mini,qwen-7b,0.9786648750305176
todo_decomposition,TODO-SAMPLE-015,exaone,kanana,0.8657467365264893
todo_decomposition,TODO-SAMPLE-015,exaone,llama-8b,0.7903583645820618
todo_decomposition,TODO-SAMPLE-015,exaone,midm-base,0.7919823527336121
todo_decomposition,TODO-SAMPLE-015,exaone,midm-mini,0.9632784128189087
todo_decomposition,TODO-SAMPLE-015,exaone,qwen-7b,0.7298880219459534
todo_decomposition,TODO-SAMPLE-015,kanana,llama-8b,0.8266791105270386
todo_decomposition,TODO-SAMPLE-015,kanana,midm-base,0.9485063552856445
todo_decomposition,TODO-SAMPLE-015,kanana,midm-mini,0.847637414932251
todo_decomposition,TODO-SAMPLE-015,kanana,qwen-7b,0.757108747959137
todo_decomposition,TODO-SAMPLE-015,llama-8b,midm-base,0.8027243614196777
todo_decomposition,TODO-SAMPLE-015,llama-8b,midm-mini,0.7866402864456177
todo_decomposition,TODO-SAMPLE-015,llama-8b,qwen-7b,0.9828425049781799
todo_decomposition,TODO-SAMPLE-015,midm-base,midm-mini,0.7818689346313477
todo_decomposition,TODO-SAMPLE-015,midm-base,qwen-7b,0.7149208784103394
todo_decomposition,TODO-SAMPLE-015,midm-mini,qwen-7b,0.7270431518554688
todo_decomposition,TODO-SAMPLE-016,exaone,kanana,0.9571702480316162
todo_decomposition,TODO-SAMPLE-016,exaone,llama-8b,0.9303839802742004
todo_decomposition,TODO-SAMPLE-016,exaone,midm-base,0.9578676223754883
todo_decomposition,TODO-SAMPLE-016,exaone,midm-mini,0.9654504060745239
todo_decomposition,TODO-SAMPLE-016,exaone,qwen-7b,0.9416497945785522
todo_decomposition,TODO-SAMPLE-016,kanana,llama-8b,0.9672989845275879
todo_decomposition,TODO-SAMPLE-016,kanana,midm-base,0.9939796924591064
todo_decomposition,TODO-SAMPLE-016,kanana,midm-mini,0.9854577779769897
todo_decomposition,TODO-SAMPLE-016,kanana,qwen-7b,0.9733537435531616
todo_decomposition,TODO-SAMPLE-016,llama-8b,midm-base,0.9635266065597534
todo_decomposition,TODO-SAMPLE-016,llama-8b,midm-mini,0.9628643989562988
todo_decomposition,TODO-SAMPLE-016,llama-8b,qwen-7b,0.911241888999939
todo_decomposition,TODO-SAMPLE-016,midm-base,midm-mini,0.984939694404602
todo_decomposition,TODO-SAMPLE-016,midm-base,qwen-7b,0.9722654819488525
todo_decomposition,TODO-SAMPLE-016,midm-mini,qwen-7b,0.9607488512992859
todo_decomposition,TODO-SAMPLE-017,exaone,kanana,0.9654370546340942
todo_decomposition,TODO-SAMPLE-017,exaone,llama-8b,0.9706130027770996
todo_decomposition,TODO-SAMPLE-017,exaone,midm-base,0.9584131836891174
todo_decomposition,TODO-SAMPLE-017,exaone,midm-mini,0.9563406705856323
todo_decomposition,TODO-SAMPLE-017,exaone,qwen-7b,0.9708178043365479
todo_decomposition,TODO-SAMPLE-017,kanana,llama-8b,0.9825137853622437
todo_decomposition,TODO-SAMPLE-017,kanana,midm-base,0.9922441244125366
todo_decomposition,TODO-SAMPLE-017,kanana,midm-mini,0.9357624053955078
todo_decomposition,TODO-SAMPLE-017,kanana,qwen-7b,0.9505528211593628
todo_decomposition,TODO-SAMPLE-017,llama-8b,midm-base,0.9825112819671631
todo_decomposition,TODO-SAMPLE-017,llama-8b,midm-mini,0.9263008832931519
todo_decomposition,TODO-SAMPLE-017,llama-8b,qwen-7b,0.9240182638168335
todo_decomposition,TODO-SAMPLE-017,midm-base,midm-mini,0.9276390075683594
todo_decomposition,TODO-SAMPLE-017,midm-base,qwen-7b,0.9333460330963135
todo_decomposition,TODO-SAMPLE-017,midm-mini,qwen-7b,0.9512763023376465
todo_decomposition,TODO-SAMPLE-018,exaone,kanana,0.9121283292770386
todo_decomposition,TODO-SAMPLE-018,exaone,llama-8b,0.9879446029663086
todo_decomposition,TODO-SAMPLE-018,exaone,midm-base,0.9905891418457031
todo_decomposition,TODO-SAMPLE-018,exaone,midm-mini,0.931359052658081
todo_decomposition,TODO-SAMPLE-018,exaone,qwen-7b,0.9662206172943115
todo_decomposition,TODO-SAMPLE-018,kanana,llama-8b,0.889299213886261
todo_decomposition,TODO-SAMPLE-018,kanana,midm-base,0.9156409502029419
todo_decomposition,TODO-SAMPLE-018,kanana,midm-mini,0.8004778623580933
todo_decomposition,TODO-SAMPLE-018,kanana,qwen-7b,0.8600174188613892
todo_decomposition,TODO-SAMPLE-018,llama-8b,midm-base,0.9861061573028564
todo_decomposition,TODO-SAMPLE-018,llama-8b,midm-mini,0.943179726600647
todo_decomposition,TODO-SAMPLE-018,llama-8b,qwen-7b,0.9496554136276245
todo_decomposition,TODO-SAMPLE-018,midm-base,midm-mini,0.9278026223182678
todo_decomposition,TODO-SAMPLE-018,midm-base,qwen-7b,0.962047815322876
todo_decomposition,TODO-SAMPLE-018,midm-mini,qwen-7b,0.9314101934432983
todo_decomposition,TODO-SAMPLE-019,exaone,kanana,0.9994292259216309
todo_decomposition,TODO-SAMPLE-019,exaone,llama-8b,0.9672608375549316
todo_decomposition,TODO-SAMPLE-019,exaone,midm-base,0.9579472541809082
todo_decomposition,TODO-SAMPLE-019,exaone,midm-mini,0.825502336025238
todo_decomposition,TODO-SAMPLE-019,exaone,qwen-7b,0.9695298075675964
todo_decomposition,TODO-SAMPLE-019,kanana,llama-8b,0.9645568132400513
todo_decomposition,TODO-SAMPLE-019,kanana,midm-base,0.9535686373710632
todo_decomposition,TODO-SAMPLE-019,kanana,midm-mini,0.826263427734375
todo_decomposition,TODO-SAMPLE-019,kanana,qwen-7b,0.9656957983970642
todo_decomposition,TODO-SAMPLE-019,llama-8b,midm-base,0.9668647050857544
todo_decomposition,TODO-SAMPLE-019,llama-8b,midm-mini,0.8597093820571899
todo_decomposition,TODO-SAMPLE-019,llama-8b,qwen-7b,0.9605374336242676
todo_decomposition,TODO-SAMPLE-019,midm-base,midm-mini,0.7524442076683044
todo_decomposition,TODO-SAMPLE-019,midm-base,qwen-7b,0.9949976205825806
todo_decomposition,TODO-SAMPLE-019,midm-mini,qwen-7b,0.7489218711853027
todo_decomposition,TODO-SAMPLE-020,exaone,kanana,0.9980161786079407
todo_decomposition,TODO-SAMPLE-020,exaone,llama-8b,0.9636090993881226
todo_decomposition,TODO-SAMPLE-020,exaone,midm-base,0.5529237985610962
todo_decomposition,TODO-SAMPLE-020,exaone,midm-mini,0.9966195225715637
todo_decomposition,TODO-SAMPLE-020,exaone,qwen-7b,0.9914024472236633
todo_decomposition,TODO-SAMPLE-020,kanana,llama-8b,0.9559890031814575
todo_decomposition,TODO-SAMPLE-020,kanana,midm-base,0.5379359126091003
todo_decomposition,TODO-SAMPLE-020,kanana,midm-mini,0.997882604598999
todo_decomposition,TODO-SAMPLE-020,kanana,qwen-7b,0.9920343160629272
todo_decomposition,TODO-SAMPLE-020,llama-8b,midm-base,0.5796524286270142
todo_decomposition,TODO-SAMPLE-020,llama-8b,midm-mini,0.9601579904556274
todo_decomposition,TODO-SAMPLE-020,llama-8b,qwen-7b,0.9499476552009583
todo_decomposition,TODO-SAMPLE-020,midm-base,midm-mini,0.559842586517334
todo_decomposition,TODO-SAMPLE-020,midm-base,qwen-7b,0.5097253322601318
todo_decomposition,TODO-SAMPLE-020,midm-mini,qwen-7b,0.9900937080383301
