task,sample_id,model_a,model_b,pairwise_cosine_similarity
todo_decomposition,TODO-SAMPLE-004,llama-3b,midm-base,0.7157917618751526
todo_decomposition,TODO-SAMPLE-004,llama-3b,midm-mini,0.6954532861709595
todo_decomposition,TODO-SAMPLE-004,llama-3b,qwen-3b,0.648520290851593
todo_decomposition,TODO-SAMPLE-004,llama-3b,qwen-7b,0.726478099822998
todo_decomposition,TODO-SAMPLE-004,llama-3b,kanana-nano-2.1b-vllm,0.7165113091468811
todo_decomposition,TODO-SAMPLE-004,gemma-3-4b-it,midm-base,0.9214902520179749
todo_decomposition,TODO-SAMPLE-004,gemma-3-4b-it,midm-mini,0.9135719537734985
todo_decomposition,TODO-SAMPLE-004,gemma-3-4b-it,qwen-3b,0.7462761402130127
todo_decomposition,TODO-SAMPLE-004,gemma-3-4b-it,qwen-7b,0.9409148097038269
todo_decomposition,TODO-SAMPLE-004,gemma-3-4b-it,kanana-nano-2.1b-vllm,0.9542221426963806
todo_decomposition,TODO-SAMPLE-004,midm-base,midm-mini,0.959956169128418
todo_decomposition,TODO-SAMPLE-004,midm-base,qwen-3b,0.7456293106079102
todo_decomposition,TODO-SAMPLE-004,midm-base,qwen-7b,0.9711001515388489
todo_decomposition,TODO-SAMPLE-004,midm-base,kanana-nano-2.1b-vllm,0.967129647731781
todo_decomposition,TODO-SAMPLE-004,midm-mini,qwen-3b,0.7736434936523438
todo_decomposition,TODO-SAMPLE-004,midm-mini,qwen-7b,0.9460785388946533
todo_decomposition,TODO-SAMPLE-004,midm-mini,kanana-nano-2.1b-vllm,0.9299964904785156
todo_decomposition,TODO-SAMPLE-004,qwen-3b,qwen-7b,0.8385138511657715
todo_decomposition,TODO-SAMPLE-004,qwen-3b,kanana-nano-2.1b-vllm,0.7000414133071899
todo_decomposition,TODO-SAMPLE-004,qwen-7b,kanana-nano-2.1b-vllm,0.9427881836891174
todo_decomposition,TODO-SAMPLE-005,llama-3b,gemma-3-4b-it,0.9556804299354553
todo_decomposition,TODO-SAMPLE-005,llama-3b,midm-base,0.9485281705856323
todo_decomposition,TODO-SAMPLE-005,llama-3b,midm-mini,0.8125069737434387
todo_decomposition,TODO-SAMPLE-005,llama-3b,qwen-3b,0.9338442087173462
todo_decomposition,TODO-SAMPLE-005,llama-3b,qwen-7b,0.9485281705856323
todo_decomposition,TODO-SAMPLE-005,llama-3b,kanana-nano-2.1b-vllm,0.9149685502052307
todo_decomposition,TODO-SAMPLE-005,gemma-3-4b-it,midm-base,0.9572000503540039
todo_decomposition,TODO-SAMPLE-005,gemma-3-4b-it,midm-mini,0.8683910965919495
todo_decomposition,TODO-SAMPLE-005,gemma-3-4b-it,qwen-3b,0.9606221914291382
todo_decomposition,TODO-SAMPLE-005,gemma-3-4b-it,qwen-7b,0.9572000503540039
todo_decomposition,TODO-SAMPLE-005,gemma-3-4b-it,kanana-nano-2.1b-vllm,0.9240714311599731
todo_decomposition,TODO-SAMPLE-005,midm-base,midm-mini,0.7717574834823608
todo_decomposition,TODO-SAMPLE-005,midm-base,qwen-3b,0.9063512086868286
todo_decomposition,TODO-SAMPLE-005,midm-base,qwen-7b,1.0000003576278687
todo_decomposition,TODO-SAMPLE-005,midm-base,kanana-nano-2.1b-vllm,0.881317138671875
todo_decomposition,TODO-SAMPLE-005,midm-mini,qwen-3b,0.8582549691200256
todo_decomposition,TODO-SAMPLE-005,midm-mini,qwen-7b,0.7717574834823608
todo_decomposition,TODO-SAMPLE-005,midm-mini,kanana-nano-2.1b-vllm,0.8223078846931458
todo_decomposition,TODO-SAMPLE-005,qwen-3b,qwen-7b,0.9063512086868286
todo_decomposition,TODO-SAMPLE-005,qwen-3b,kanana-nano-2.1b-vllm,0.9631280899047852
todo_decomposition,TODO-SAMPLE-005,qwen-7b,kanana-nano-2.1b-vllm,0.881317138671875
todo_decomposition,TODO-SAMPLE-006,llama-3b,gemma-3-4b-it,0.5875771045684814
todo_decomposition,TODO-SAMPLE-006,llama-3b,midm-base,0.5666292309761047
todo_decomposition,TODO-SAMPLE-006,llama-3b,midm-mini,0.5583977699279785
todo_decomposition,TODO-SAMPLE-006,llama-3b,qwen-3b,0.8092809319496155
todo_decomposition,TODO-SAMPLE-006,llama-3b,qwen-7b,0.6149219274520874
todo_decomposition,TODO-SAMPLE-006,llama-3b,kanana-nano-2.1b-vllm,0.45827069878578186
todo_decomposition,TODO-SAMPLE-006,gemma-3-4b-it,midm-base,0.9635107517242432
todo_decomposition,TODO-SAMPLE-006,gemma-3-4b-it,midm-mini,0.947808563709259
todo_decomposition,TODO-SAMPLE-006,gemma-3-4b-it,qwen-3b,0.5560364723205566
todo_decomposition,TODO-SAMPLE-006,gemma-3-4b-it,qwen-7b,0.9346817135810852
todo_decomposition,TODO-SAMPLE-006,gemma-3-4b-it,kanana-nano-2.1b-vllm,0.8043861389160156
todo_decomposition,TODO-SAMPLE-006,midm-base,midm-mini,0.8896929025650024
todo_decomposition,TODO-SAMPLE-006,midm-base,qwen-3b,0.5579547882080078
todo_decomposition,TODO-SAMPLE-006,midm-base,qwen-7b,0.8866446018218994
todo_decomposition,TODO-SAMPLE-006,midm-base,kanana-nano-2.1b-vllm,0.8734941482543945
todo_decomposition,TODO-SAMPLE-006,midm-mini,qwen-3b,0.5039913654327393
todo_decomposition,TODO-SAMPLE-006,midm-mini,qwen-7b,0.9740999937057495
todo_decomposition,TODO-SAMPLE-006,midm-mini,kanana-nano-2.1b-vllm,0.7032930850982666
todo_decomposition,TODO-SAMPLE-006,qwen-3b,qwen-7b,0.5723072290420532
todo_decomposition,TODO-SAMPLE-006,qwen-3b,kanana-nano-2.1b-vllm,0.47113290429115295
todo_decomposition,TODO-SAMPLE-006,qwen-7b,kanana-nano-2.1b-vllm,0.7059098482131958
todo_decomposition,TODO-SAMPLE-007,llama-3b,gemma-3-4b-it,0.6137768030166626
todo_decomposition,TODO-SAMPLE-007,llama-3b,midm-base,0.4742797017097473
todo_decomposition,TODO-SAMPLE-007,llama-3b,midm-mini,0.4787112772464752
todo_decomposition,TODO-SAMPLE-007,llama-3b,qwen-3b,0.5309230089187622
todo_decomposition,TODO-SAMPLE-007,llama-3b,qwen-7b,0.4742797017097473
todo_decomposition,TODO-SAMPLE-007,llama-3b,kanana-nano-2.1b-vllm,0.5738520622253418
todo_decomposition,TODO-SAMPLE-007,gemma-3-4b-it,midm-base,0.8967642784118652
todo_decomposition,TODO-SAMPLE-007,gemma-3-4b-it,midm-mini,0.7429355382919312
todo_decomposition,TODO-SAMPLE-007,gemma-3-4b-it,qwen-3b,0.9544727802276611
todo_decomposition,TODO-SAMPLE-007,gemma-3-4b-it,qwen-7b,0.8967642784118652
todo_decomposition,TODO-SAMPLE-007,gemma-3-4b-it,kanana-nano-2.1b-vllm,0.9215470552444458
todo_decomposition,TODO-SAMPLE-007,midm-base,midm-mini,0.7031899094581604
todo_decomposition,TODO-SAMPLE-007,midm-base,qwen-3b,0.9042214751243591
todo_decomposition,TODO-SAMPLE-007,midm-base,qwen-7b,1.0000001192092896
todo_decomposition,TODO-SAMPLE-007,midm-base,kanana-nano-2.1b-vllm,0.8040786981582642
todo_decomposition,TODO-SAMPLE-007,midm-mini,qwen-3b,0.703610897064209
todo_decomposition,TODO-SAMPLE-007,midm-mini,qwen-7b,0.7031899094581604
todo_decomposition,TODO-SAMPLE-007,midm-mini,kanana-nano-2.1b-vllm,0.6371573209762573
todo_decomposition,TODO-SAMPLE-007,qwen-3b,qwen-7b,0.9042214751243591
todo_decomposition,TODO-SAMPLE-007,qwen-3b,kanana-nano-2.1b-vllm,0.9240756630897522
todo_decomposition,TODO-SAMPLE-007,qwen-7b,kanana-nano-2.1b-vllm,0.8040786981582642
todo_decomposition,TODO-SAMPLE-008,llama-3b,gemma-3-4b-it,0.6892523765563965
todo_decomposition,TODO-SAMPLE-008,llama-3b,midm-base,0.7068846225738525
todo_decomposition,TODO-SAMPLE-008,llama-3b,midm-mini,0.9021402597427368
todo_decomposition,TODO-SAMPLE-008,llama-3b,qwen-3b,0.7505262494087219
todo_decomposition,TODO-SAMPLE-008,llama-3b,qwen-7b,0.6919741630554199
todo_decomposition,TODO-SAMPLE-008,llama-3b,kanana-nano-2.1b-vllm,0.7302536964416504
todo_decomposition,TODO-SAMPLE-008,gemma-3-4b-it,midm-base,0.9636366367340088
todo_decomposition,TODO-SAMPLE-008,gemma-3-4b-it,midm-mini,0.7950921654701233
todo_decomposition,TODO-SAMPLE-008,gemma-3-4b-it,qwen-3b,0.9094235897064209
todo_decomposition,TODO-SAMPLE-008,gemma-3-4b-it,qwen-7b,0.9346111416816711
todo_decomposition,TODO-SAMPLE-008,gemma-3-4b-it,kanana-nano-2.1b-vllm,0.9613065123558044
todo_decomposition,TODO-SAMPLE-008,midm-base,midm-mini,0.7698453664779663
todo_decomposition,TODO-SAMPLE-008,midm-base,qwen-3b,0.9194871187210083
todo_decomposition,TODO-SAMPLE-008,midm-base,qwen-7b,0.9492772817611694
todo_decomposition,TODO-SAMPLE-008,midm-base,kanana-nano-2.1b-vllm,0.906758189201355
todo_decomposition,TODO-SAMPLE-008,midm-mini,qwen-3b,0.7900596857070923
todo_decomposition,TODO-SAMPLE-008,midm-mini,qwen-7b,0.7366507053375244
todo_decomposition,TODO-SAMPLE-008,midm-mini,kanana-nano-2.1b-vllm,0.8694027662277222
todo_decomposition,TODO-SAMPLE-008,qwen-3b,qwen-7b,0.8970017433166504
todo_decomposition,TODO-SAMPLE-008,qwen-3b,kanana-nano-2.1b-vllm,0.8609566688537598
todo_decomposition,TODO-SAMPLE-008,qwen-7b,kanana-nano-2.1b-vllm,0.8719257116317749
todo_decomposition,TODO-SAMPLE-009,llama-3b,gemma-3-4b-it,0.8762569427490234
todo_decomposition,TODO-SAMPLE-009,llama-3b,midm-base,0.8488082885742188
todo_decomposition,TODO-SAMPLE-009,llama-3b,midm-mini,0.7260206937789917
todo_decomposition,TODO-SAMPLE-009,llama-3b,qwen-3b,0.3541199564933777
todo_decomposition,TODO-SAMPLE-009,llama-3b,qwen-7b,0.8488082885742188
todo_decomposition,TODO-SAMPLE-009,llama-3b,kanana-nano-2.1b-vllm,0.8801042437553406
todo_decomposition,TODO-SAMPLE-009,gemma-3-4b-it,midm-base,0.971064567565918
todo_decomposition,TODO-SAMPLE-009,gemma-3-4b-it,midm-mini,0.7019929885864258
todo_decomposition,TODO-SAMPLE-009,gemma-3-4b-it,qwen-3b,0.3595425486564636
todo_decomposition,TODO-SAMPLE-009,gemma-3-4b-it,qwen-7b,0.971064567565918
todo_decomposition,TODO-SAMPLE-009,gemma-3-4b-it,kanana-nano-2.1b-vllm,0.978810727596283
todo_decomposition,TODO-SAMPLE-009,midm-base,midm-mini,0.6736121773719788
todo_decomposition,TODO-SAMPLE-009,midm-base,qwen-3b,0.31318747997283936
todo_decomposition,TODO-SAMPLE-009,midm-base,qwen-7b,1.0
todo_decomposition,TODO-SAMPLE-009,midm-base,kanana-nano-2.1b-vllm,0.9888365268707275
todo_decomposition,TODO-SAMPLE-009,midm-mini,qwen-3b,0.7015901803970337
todo_decomposition,TODO-SAMPLE-009,midm-mini,qwen-7b,0.6736121773719788
todo_decomposition,TODO-SAMPLE-009,midm-mini,kanana-nano-2.1b-vllm,0.730368971824646
todo_decomposition,TODO-SAMPLE-009,qwen-3b,qwen-7b,0.31318747997283936
todo_decomposition,TODO-SAMPLE-009,qwen-3b,kanana-nano-2.1b-vllm,0.3604812026023865
todo_decomposition,TODO-SAMPLE-009,qwen-7b,kanana-nano-2.1b-vllm,0.9888365268707275
todo_decomposition,TODO-SAMPLE-010,llama-3b,gemma-3-4b-it,0.23389433324337006
todo_decomposition,TODO-SAMPLE-010,llama-3b,midm-base,0.24599707126617432
todo_decomposition,TODO-SAMPLE-010,llama-3b,midm-mini,0.26834574341773987
todo_decomposition,TODO-SAMPLE-010,llama-3b,qwen-3b,0.15895241498947144
todo_decomposition,TODO-SAMPLE-010,llama-3b,qwen-7b,0.15895241498947144
todo_decomposition,TODO-SAMPLE-010,llama-3b,kanana-nano-2.1b-vllm,0.21888044476509094
todo_decomposition,TODO-SAMPLE-010,gemma-3-4b-it,midm-base,0.9026702642440796
todo_decomposition,TODO-SAMPLE-010,gemma-3-4b-it,midm-mini,0.8759883046150208
todo_decomposition,TODO-SAMPLE-010,gemma-3-4b-it,qwen-3b,0.8911295533180237
todo_decomposition,TODO-SAMPLE-010,gemma-3-4b-it,qwen-7b,0.8911295533180237
todo_decomposition,TODO-SAMPLE-010,gemma-3-4b-it,kanana-nano-2.1b-vllm,0.8920493125915527
todo_decomposition,TODO-SAMPLE-010,midm-base,midm-mini,0.978095293045044
todo_decomposition,TODO-SAMPLE-010,midm-base,qwen-3b,0.9258002042770386
todo_decomposition,TODO-SAMPLE-010,midm-base,qwen-7b,0.9258002042770386
todo_decomposition,TODO-SAMPLE-010,midm-base,kanana-nano-2.1b-vllm,0.9578829407691956
todo_decomposition,TODO-SAMPLE-010,midm-mini,qwen-3b,0.862201988697052
todo_decomposition,TODO-SAMPLE-010,midm-mini,qwen-7b,0.862201988697052
todo_decomposition,TODO-SAMPLE-010,midm-mini,kanana-nano-2.1b-vllm,0.9501702785491943
todo_decomposition,TODO-SAMPLE-010,qwen-3b,qwen-7b,1.0000001192092896
todo_decomposition,TODO-SAMPLE-010,qwen-3b,kanana-nano-2.1b-vllm,0.9492627382278442
todo_decomposition,TODO-SAMPLE-010,qwen-7b,kanana-nano-2.1b-vllm,0.9492627382278442
